title,creator,date,description,subject,location,latitude,longitude,source,objectid,type,format,language,rights,rightsstatement,reference_url,filename
Salih Tuna ile La Havle Programı,Digital Ottoman Studies,2012-02-22,Salih Tuna ile La Havle Programı,TV Programı,İstanbul,41.1292562,28.88335172,TVNET,mg-233,Video,video/mp4,tr,https://www.youtube.com/watch?v=excH4TWsmHI,,https://digitalottomans.github.io/demo/item.html?id=233,mg-233.mp4
İnsanlık Hali Programı ,Digital Ottoman Studies,2018-07-29,İnsanlık Hali Programı ,TV Programı;Tarihçilik,İstanbul,41.1292562,28.88335172,TRT Haber,mg-234,Video,video/mp4,tr,https://www.youtube.com/watch?v=tT_HIk4h9aA,,https://digitalottomans.github.io/demo/item.html?id=234,mg-234.mp4
"Uluslararası Genç Derneği, Mehmet Genç hayatını anlatıyor",Digital Ottoman Studies,2018-10-05,"Uluslararası Genç Derneği, Mehmet Genç hayatını anlatıyor",TV Programı,İstanbul,41.1292562,28.88335172,Akademik Çalışmalar Youtube Kanalı ,mg-235,Video,video/mp4,tr,https://www.youtube.com/watch?v=8_zxDAH2mqM,,https://digitalottomans.github.io/demo/item.html?id=235,mg-235.mp4
"Derin Tarih Programı, Osmanlı Ekonomisinin Bilinmeyenleri",Digital Ottoman Studies,2017-04-22,"Derin Tarih Programı, Osmanlı Ekonomisinin Bilinmeyenleri",TV Programı;İktisat;İktisadi Sistem;Kapitülasyonlar;Tarihçilik;Dönemlendirme,İstanbul,41.1292562,28.88335172,Derin Tarih Youtube Kanalı,mg-236,Video,video/mp4,tr,https://www.youtube.com/watch?v=mRhrcZkYpUQ,,https://digitalottomans.github.io/demo/item.html?id=236,mg-236.mp4
Söz Sende Programı,Digital Ottoman Studies,2011-07-19,Söz Sende Programı,TV Programı,İstanbul,41.1292562,28.88335172,Habertürk,mg-241,Video,video/mp4,tr,https://www.youtube.com/watch?v=eSrUHkBafws,,https://digitalottomans.github.io/demo/item.html?id=241,mg-241.mp4
Osmanlı İmparatorluğu&#39;nun Klasik Dönemde Devletin Ekonomiye Bakışı,Digital Ottoman Studies,2016-04-23,Osmanlı İmparatorluğu&#39;nun Klasik Dönemde Devletin Ekonomiye Bakışı,Konuşma;Klasik Dönem;İktisat;İktisadi Sistem,İstanbul,41.1292562,28.88335172,Turing Kültür Sanat Youtube Kanalı,mg-242,Video,video/mp4,tr,https://www.youtube.com/watch?v=YAwDZCG69v8,,https://digitalottomans.github.io/demo/item.html?id=242,mg-242.mp4
Osmanlı İktisadi ve İçtimai Sisteminde Vakıflar,Digital Ottoman Studies,2016-03-30,Osmanlı İktisadi ve İçtimai Sisteminde Vakıflar,Konuşma;Toplum;Vakıflar;İktisat;İktisadi Sistem;Kurumlar,İstanbul,41.1292562,28.88335172,Türkiye Bilimler Akademisi Youtube Kanalı,mg-243,Video,video/mp4,tr,https://www.youtube.com/watch?v=j-s8FTJ5h_k,,https://digitalottomans.github.io/demo/item.html?id=243,mg-243.mp4
Türkiye’de İktisat Tarihçiliğinin Dünü Bugünü ve Otobiyografik Gözlemler,Digital Ottoman Studies,2012-02-23,Türkiye’de İktisat Tarihçiliğinin Dünü Bugünü ve Otobiyografik Gözlemler,Konuşma;Tarihçilik;İktisat Tarihçiliği,İstanbul,41.1292562,28.88335172,Tarih Vakfı Youtube Kanalı,mg-244,Video,video/mp4,tr,https://www.youtube.com/watch?v=8r0QMqYB4VQ,,https://digitalottomans.github.io/demo/item.html?id=244,mg-244.mp4
Türk Tarihçiliği,Digital Ottoman Studies,2017-01-26,Türk Tarihçiliği,Konuşma;Tarihçilik;Türk Tarihçiliği;Kişiler;Erol Özvar,İstanbul,41.1292562,28.88335172,Sancaktepe Kültür Sanat Youtube Kanalı,mg-245,Video,video/mp4,tr,https://www.youtube.com/watch?v=aKO07ont-aQ,,https://digitalottomans.github.io/demo/item.html?id=245,mg-245.mp4
Osmanlı&#39;da İktisat Kültürü,Digital Ottoman Studies,2017-11-03,Osmanlı&#39;da İktisat Kültürü,Konuşma;İktisat;İktisadi Düşünce,İstanbul,41.1292562,28.88335172,Mavera Vakfı Youtube Kanalı,mg-246,Video,video/mp4,tr,https://www.youtube.com/watch?v=7FePAARZ-Fc,,https://digitalottomans.github.io/demo/item.html?id=246,mg-246.mp4
Osmanlı İktisadi Sistemi,Digital Ottoman Studies,2017-12-02,Osmanlı İktisadi Sistemi,Konuşma;İktisat;İktisadi Sistem,İstanbul,41.1292562,28.88335172,Turing Kültür Sanat Youtube Kanalı,mg-247,Video,video/mp4,tr,https://www.youtube.com/watch?v=7C3CR7Arvyg,,https://digitalottomans.github.io/demo/item.html?id=247,mg-247.mp4
Türkiye Tarihçiliği,Digital Ottoman Studies,2019-01-20,Türkiye Tarihçiliği,Konuşma;Tarihçilik;Türk Tarihçiliği,İstanbul,41.1292562,28.88335172,Turing Kültür Sanat Youtube Kanalı,mg-248,Video,video/mp4,tr,https://www.youtube.com/watch?v=NqzR7sJTLZY,,https://digitalottomans.github.io/demo/item.html?id=248,mg-248.mp4
Türk Tarihçiliği,Digital Ottoman Studies,2016-12-03,Türk Tarihçiliği,Konuşma;Tarihçilik;Türk Tarihçiliği,İstanbul,41.1292562,28.88335172,Turing Kültür Sanat Youtube Kanalı,mg-249,Video,video/mp4,tr,https://www.youtube.com/watch?v=WaUAF9KQyso,,https://digitalottomans.github.io/demo/item.html?id=249,mg-249.mp4
Osmanlı Devleti&#39;nin İktisadi Geçmişi,Digital Ottoman Studies,2017-04-04,Osmanlı Devleti&#39;nin İktisadi Geçmişi,Konferans;İktisat;İktisadi Düşünce;Kişiler;Erol Özvar,İstanbul,41.1292562,28.88335172,Milli Saraylar Youtube Kanalı,mg-250,Video,video/mp4,tr,https://www.youtube.com/watch?v=-xAhzwbnJFA,,https://digitalottomans.github.io/demo/item.html?id=250,mg-250.mp4
Osmanlı İmparatorluğunda Devlet ve Ekonomi Sempozyumu,Digital Ottoman Studies,2002-04-29,&#39;Osmanlı İmparatorluğunda Devlet ve Ekonomi&#39;&#39; kitabı üzerine,Konferans;Tarihçilik,"İstanbul,Fatih;Bilim ve Sanat Vakfı",41.01677546,28.95987789,Bilim ve Sanat Vakfı TV,mg-251,Video,video/mp4,tr,https://www.youtube.com/watch?v=GuJk16SCoPc,,https://digitalottomans.github.io/demo/item.html?id=251,mg-251.mp4
Taşköprülüzade&#39;nin Dünyası Sempozyumu Açılış Oturumu - 16. Yüzyıl Osmanlı Dünyasına Genel Bir Bakış,Digital Ottoman Studies,2018-07-23,Taşköprülüzade&#39;nin Dünyası Sempozyumu Açılış Oturumu - 16. Yüzyıl Osmanlı Dünyasına Genel Bir Bakış,Sempozyum;16.yy;Kişiler;Taşköprülüzade,İstanbul,41.1292562,28.88335172,Akademik Çalışmalar Youtube Kanalı ,mg-252,Video,video/mp4,tr,https://www.youtube.com/watch?v=DSbpmL8L6NQ,,https://digitalottomans.github.io/demo/item.html?id=252,mg-252.mp4
Osmanlı İktisadi Sistemi ve Vakıflar,Digital Ottoman Studies,2019-05-08,Osmanlı İktisadi Sistemi ve Vakıflar,Konferans;Toplum;Vakıflar;İktisat;İktisadi Sistem,Sakarya,40.74211,30.33296,Sasgem SAU Youtube Kanalı,mg-253,Video,video/mp4,tr,https://www.youtube.com/watch?v=duHXusjLT4w,,https://digitalottomans.github.io/demo/item.html?id=253,mg-253.mp4
OSARK - 2015 Açılış Konferansı- I,Digital Ottoman Studies,2015-10-14,OSARK - 2015 Açılış Konferansı- I,Konferans;Tarihçilik;Kaynaklar,Sakarya,40.74211,30.33296,SAU Tarih Bölümü Youtube Kanalı,mg-254,Video,video/mp4,tr,https://www.youtube.com/watch?v=S19KEz_QRBk,,https://digitalottomans.github.io/demo/item.html?id=254,mg-254.mp4
Marmara Üniversitesi Akademik Yıl Açılış Dersi,Digital Ottoman Studies,2020-10-28,&quot;Osmanlı İmparatorluğu’nda Devlet ve Ekonomi&quot; | Marmara Ü. Akademik Yıl Açılış Dersi,Konferans,İstanbul,41.1292562,28.88335172,Akademik Çalışmalar Youtube Kanalı ,mg-255,Video,video/mp4,tr,https://www.youtube.com/watch?v=YGAoBDc9qmI,,https://digitalottomans.github.io/demo/item.html?id=255,mg-255.mp4
Osmanlı’da Ermeni Esnaflar,Digital Ottoman Studies,2018-12-08,Osmanlı’da Ermeni Esnaflar,Konferans;Ticaret;Esnaf;Toplum;Ermeniler,İstanbul,41.1292562,28.88335172,Ortaköy Lusavorich Foundation Research Society,mg-256,Video,video/mp4,tr,https://www.youtube.com/watch?v=99eID5HSTbE,,https://digitalottomans.github.io/demo/item.html?id=256,mg-256.mp4
Türk Tarih Kurumu Sosyal Bilimler Seminerleri - Osmanlı İktisat Tarihi ve Kurumları Üzerine,Digital Ottoman Studies,2013,Türk Tarih Kurumu Sosyal Bilimler Seminerleri - Osmanlı İktisat Tarihi ve Kurumları Üzerine,Konferans;Tarihçilik;İktisat Tarihçiliği;İktisat;Kurumlar,İstanbul,41.1292562,28.88335172,Akademik Çalışmalar Youtube Kanalı ,mg-257,Video,video/mp4,tr,https://www.youtube.com/watch?v=P-5ZYyauYWc,,https://digitalottomans.github.io/demo/item.html?id=257,mg-257.mp4
Mehmet Genç Belgeseli 1. Bölüm,Digital Ottoman Studies,2011-10-30,Mehmet Genç Belgeseli 1. Bölüm,Belgesel,İstanbul,41.1292562,28.88335172,Tarih TV Youtube Kanalı,mg-258,Video,video/mp4,tr,https://www.youtube.com/watch?v=ekv9SJ8qQ6Q,,https://digitalottomans.github.io/demo/item.html?id=258,mg-258.mp4
Mehmet Genç Belgeseli 1. Bölüm,Digital Ottoman Studies,2011-10-30,Mehmet Genç Belgeseli 1. Bölüm,Belgesel,İstanbul,41.1292562,28.88335172,Tarih TV Youtube Kanalı,mg-259,Video,video/mp4,tr,https://www.youtube.com/watch?v=jwZLgGqXp54,,https://digitalottomans.github.io/demo/item.html?id=259,mg-259.mp4
&quot;Arhavi&#39;den Arşive&quot; Mehmet Genç&#39;in Ardından,Digital Ottoman Studies,2021-04-11,&quot;Arhavi&#39;den Arşive&quot; Mehmet Genç&#39;in Ardından,Konuşma,İstanbul,41.1292562,28.88335172,İstanbul İktisat Fakültesi Youtube Kanalı,mg-260,Video,video/mp4,tr,https://www.youtube.com/watch?v=wtsHHiReNTg&amp;t=5103s,,https://digitalottomans.github.io/demo/item.html?id=260,mg-260.mp4
İstanbul Şehir Üniversitesi Doğu Kampüsü,Digital Ottoman Studies,2011-01-22,İstanbul Şehir Üniversitesi Doğu Kampüsü&#39;nden bir fotoğraf.,Portre;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,Abdullah Bilal Akbulut,mg-261,Görüntü,image/jpg,tr,https://pt.trekearth.com/gallery/Middle_East/Turkey/photo1278334.htm,,https://digitalottomans.github.io/demo/item.html?id=261,mg-261.jpg
Dünya Bizim Röportajı ,Digital Ottoman Studies,2021-04-15,Dünya Bizim Röportajı ,Röportaj,İstanbul,41.1292562,28.88335172,Dünya Bizim,mg-262,Görüntü,image/png,tr,https://www.dunyabizim.com/soylesi/mehmet-genc-in-hayati-ve-ilim-yolculugu-h28074.html,,https://digitalottomans.github.io/demo/item.html?id=262,mg-262.png
Dünya Bizim Röportajı ,Digital Ottoman Studies,2021-04-15,Dünya Bizim Röportajı ,Röportaj,İstanbul,41.1292562,28.88335172,Dünya Bizim,mg-263,Görüntü,image/png,tr,https://www.dunyabizim.com/soylesi/mehmet-genc-in-hayati-ve-ilim-yolculugu-h28074.html,,https://digitalottomans.github.io/demo/item.html?id=263,mg-263.png
Kadem Semineri,Digital Ottoman Studies,2019,Kadem Semineri,Seminer,İstanbul,41.1292562,28.88335172,KADEM,mg-264,Görüntü,image/png,tr,https://www.kademvakfi.org/Etkinlikler/misafirlerimiz/mehmet-genc-16-14,,https://digitalottomans.github.io/demo/item.html?id=264,mg-264.png
Kadem Semineri,Digital Ottoman Studies,2019,Kadem Semineri,Seminer,İstanbul,41.1292562,28.88335172,KADEM,mg-265,Görüntü,image/png,tr,https://www.kademvakfi.org/Etkinlikler/misafirlerimiz/mehmet-genc-16-14,,https://digitalottomans.github.io/demo/item.html?id=265,mg-265.png
Academia Profil Fotoğrafı,Digital Ottoman Studies,,Academia Profil Fotoğrafı,Portre,İstanbul,41.1292562,28.88335172,Academia,mg-266,Görüntü,image/jpg,tr,https://sehir.academia.edu/MGen%C3%A7,,https://digitalottomans.github.io/demo/item.html?id=266,mg-266.jpg
Halil İnalcık Anma Programı,Digital Ottoman Studies,2019,Halil İnalcık Anma Programı,Anma Programı;İlber Ortaylı;Özer Ergenç,İstanbul,41.1292562,28.88335172,Anadolu Ajansı,mg-267,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=267,mg-267.jpg
TÜBA 2015 Ödül Töreni,Digital Ottoman Studies,2015,TÜBA 2015 Ödül Töreni,Ödül Töreni;Recep Tayyip Erdoğan,Ankara,39.9753847,32.75741589,Anadolu Ajansı,mg-268,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=268,mg-268.jpg
TÜBA 2015 Ödül Töreni,Digital Ottoman Studies,2015,TÜBA 2015 Ödül Töreni,Ödül Töreni;Recep Tayyip Erdoğan,Ankara,39.9753847,32.75741589,Anonim,mg-269,Görüntü,image/jpg,tr,http://turknews.ca/toronto-universitesine-turkiyeden-bilim-odulu-,,https://digitalottomans.github.io/demo/item.html?id=269,mg-269.jpg
TÜBA 2015 Ödül Töreni,Digital Ottoman Studies,2015,TÜBA 2015 Ödül Töreni,Ödül Töreni;Recep Tayyip Erdoğan,Ankara,39.9753847,32.75741589,Anonim,mg-270,Görüntü,image/jpg,tr,http://turknews.ca/toronto-universitesine-turkiyeden-bilim-odulu-,,https://digitalottomans.github.io/demo/item.html?id=270,mg-270.jpg
Derin Tarih Dergisi 5. Yıl Töreni,Digital Ottoman Studies,2017-04-06,Derin Tarih Dergisi 5. Yıl Töreni,Portre,"İstanbul,Topkapı",41.01991396,28.92778881,Anonim,mg-271,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=271,mg-271.jpg
Erol Güngör Anma Programı,Digital Ottoman Studies,2018-11-27,Erol Güngör Anma Programı,Anma Programı;Doğan Cüceloğlu,İstanbul,41.1292562,28.88335172,Anonim,mg-272,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=272,mg-272.jpg
Kristal Lale Ödülleri,Digital Ottoman Studies,2016,Kristal Lale Ödülleri,Ödül Töreni,İstanbul,41.1292562,28.88335172,Anonim,mg-273,Görüntü,image/jpg,tr,https://www.canligaste.com/tarihci-mehmet-genc-vefat-etti/31428/,,https://digitalottomans.github.io/demo/item.html?id=273,mg-273.jpg
Vefat Haberi,Digital Ottoman Studies,2021-03-18,Vefat Haberi,Portre,İstanbul,41.1292562,28.88335172,Marmara Üniversitesi,mg-274,Görüntü,image/jpg,tr,https://www.marmara.edu.tr/news/universitemiz-emekli-ogretim-uyelerinden-dunyaca-unlu-osmanli-tarihcisi-hocamiz-mehmet-genc-vefat-etti,,https://digitalottomans.github.io/demo/item.html?id=274,mg-274.jpg
Artvin Mehmet Genç Kültür Evi açılışı,Digital Ottoman Studies,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,Türkiye Yazarlar Birliği,mg-275,Görüntü,image/jpg,tr,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,,https://digitalottomans.github.io/demo/item.html?id=275,mg-275.jpg
Artvin Mehmet Genç Kültür Evi açılışı,Digital Ottoman Studies,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,Türkiye Yazarlar Birliği,mg-276,Görüntü,image/jpg,tr,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,,https://digitalottomans.github.io/demo/item.html?id=276,mg-276.jpg
Artvin Mehmet Genç Kültür Evi açılışı,Digital Ottoman Studies,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,Türkiye Yazarlar Birliği,mg-277,Görüntü,image/jpg,tr,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,,https://digitalottomans.github.io/demo/item.html?id=277,mg-277.jpg
Artvin Mehmet Genç Kültür Evi açılışı,Digital Ottoman Studies,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,Türkiye Yazarlar Birliği,mg-278,Görüntü,image/jpg,tr,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,,https://digitalottomans.github.io/demo/item.html?id=278,mg-278.jpg
Yedikıta Dergisi Röportaj,Digital Ottoman Studies,2015,Yedikıta Dergisi Röportaj,Röportaj,İstanbul,41.1292562,28.88335172,Yedi Kıta Dergisi,mg-279,Görüntü,image/jpg,tr,https://yedikita.com.tr/hakikati-arayan-insanlara-cok-ihtiyac-var/,,https://digitalottomans.github.io/demo/item.html?id=279,mg-279.jpg
Osmanlı Ekonomi Tarihine Adanmış Bir Ömür: Mehmet Genç,Digital Ottoman Studies,2021-03-19,Osmanlı Ekonomi Tarihine Adanmış Bir Ömür: Mehmet Genç,Haber,İstanbul,41.1292562,28.88335172,Anadolu Ajansı,mg-280,Video,video/mp4,tr,https://www.youtube.com/watch?v=dc-RXpDduQk&amp;t=11s,,https://digitalottomans.github.io/demo/item.html?id=280,mg-280.mp4
Mehmet Genç,Digital Ottoman Studies,,Mehmet Genç,Portre,İstanbul,41.1292562,28.88335172,Zeynep Çiğdem Hanım Twitter Hesabı,mg-281,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=281,mg-281.jpg
Mehmet Genç Evinde,Digital Ottoman Studies,2020,Mehmet Genç Evinde,Portre,"İstanbul,Koşuyolu",41.0136581,29.0367041,Zeynep Çiğdem Hanım Twitter Hesabı,mg-282,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=282,mg-282.jpg
Mehmet Genç Çalışırken,Digital Ottoman Studies,2020,Mehmet Genç Çalışırken,Portre,Yalova,40.6549287,29.283525,Zeynep Çiğdem Hanım Twitter Hesabı,mg-283,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=283,mg-283.jpg
Mehmet Genç Evinde,Digital Ottoman Studies,2020,Mehmet Genç Evinde,Portre,"İstanbul,Koşuyolu",41.0136581,29.0367041,Zeynep Çiğdem Hanım Twitter Hesabı,mg-284,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=284,mg-284.jpg
Mehmet Genç Evinde,Digital Ottoman Studies,2020,Mehmet Genç Evinde,Portre,"İstanbul,Koşuyolu",41.0136581,29.0367041,Zeynep Çiğdem Hanım Twitter Hesabı,mg-285,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=285,mg-285.jpg
Mehmet Genç,Digital Ottoman Studies,2020,Mehmet Genç,Portre,Yalova,40.6549287,29.283525,Zeynep Çiğdem Hanım Twitter Hesabı,mg-286,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=286,mg-286.jpg
İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,İsmail Hakkı Kadı Twitter Hesabı,mg-287,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=287,mg-287.jpg
İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,İsmail Hakkı Kadı Twitter Hesabı,mg-288,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=288,mg-288.jpg
İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,İsmail Hakkı Kadı Twitter Hesabı,mg-289,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=289,mg-289.jpg
İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,İsmail Hakkı Kadı Twitter Hesabı,mg-290,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=290,mg-290.jpg
İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,İsmail Hakkı Kadı Twitter Hesabı,mg-291,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=291,mg-291.jpg
"İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Erol Güngör",Digital Ottoman Studies,2008-12-04,"İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Erol Özvar",Gezi;Erol Özvar,"Hollanda,Amsterdam",52.1572143,4.48524118,İsmail Hakkı Kadı Twitter Hesabı,mg-292,Görüntü,image/jpg,tr,https://twitter.com/IsmailHakkiKadi/status/1373389948880105476?s=20,,https://digitalottomans.github.io/demo/item.html?id=292,mg-292.jpg
İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,İsmail Hakkı Kadı Twitter Hesabı,mg-293,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=293,mg-293.jpg
İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,İsmail Hakkı Kadı Twitter Hesabı,mg-294,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=294,mg-294.jpg
İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı&#39;nın Leiden Üniversitesi&#39;ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,İsmail Hakkı Kadı Twitter Hesabı,mg-295,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=295,mg-295.jpg
İstanbul Şehir Üniversitesi İstanbul Tarihi Dersi 2019-Bahar,Digital Ottoman Studies,2019,İstanbul Şehir Üniversitesi İstanbul Tarihi Dersi 2019-Bahar,Ders;Yunus Uğur;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,Anonim,mg-296,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=296,mg-296.jpg
Mehmet Genç,Digital Ottoman Studies,,Mehmet Genç,Portre,"İstanbul,Altunizade",41.025594,29.045055,Kenan Yıldız Twitter Hesabı,mg-297,Görüntü,image/jpg,tr,https://twitter.com/kenaniyldz/status/1384952484465152003?s=20,,https://digitalottomans.github.io/demo/item.html?id=297,mg-297.jpg
İstanbul Şehir Üniversitesi Mezuniyet Buluşması,Digital Ottoman Studies,2018,İstanbul Şehir Üniversitesi Mezuniyet Buluşması,Öğrenci Buluşması;İstanbul Şehir Üniversitesi,"İstanbul,Dragos;İstanbul Şehir Üniversitesi",40.9039918,29.1542861,Anonim,mg-298,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=298,mg-298.jpg
İstanbul Şehir Üniversitesi Paleografya Dersi,Digital Ottoman Studies,2019,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders;Fehmi Yılmaz;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,Nimet İpek Twitter Hesabı,mg-299,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=299,mg-299.jpg
İstanbul Şehir Üniversitesi Paleografya Dersi,Digital Ottoman Studies,2019,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,Anonim,mg-300,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=300,mg-300.jpg
İstanbul Şehir Üniversitesi Paleografya Dersi,Digital Ottoman Studies,2018,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,Anonim,mg-301,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=301,mg-301.jpg
İstanbul Şehir Üniversitesi Paleografya Dersi,Digital Ottoman Studies,2018,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,Anonim,mg-302,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=302,mg-302.jpg
İstanbul Şehir Üniversitesi Tarih Bölümü İftar Programı,Digital Ottoman Studies,2019,İstanbul Şehir Üniversitesi Tarih Bölümü İftar Programı,Öğrenci Buluşması;İstanbul Şehir Üniversitesi,"İstanbul,Dragos;İstanbul Şehir Üniversitesi",40.9039918,29.1542861,Anonim,mg-303,Görüntü,image/jpg,tr,,,https://digitalottomans.github.io/demo/item.html?id=303,mg-303.jpg
Hac Yolundaki Karıncanın Vedası: Mehmet Genç,Digital Ottoman Studies,2021-04,Vefatının ardından Coşkun Yılmaz ile Lacivert Dergisi&#39;nde yapılan röportaj,Vefeyat;Söyleşi;Coşkun Yılmaz,İstanbul,41.1292562,28.88335172,Lacivert Dergisi,mg-304,Döküman,application/pdf,tr,https://www.lacivertdergi.com/,,https://digitalottomans.github.io/demo/item.html?id=304,mg-304.pdf
Osmanlı İktisat Tarihinde Bir Çınar: Mehmet Genç,Digital Ottoman Studies,2021-04-22,Vefatının ardından Aslıhan Nakiboğlu tarafından hazırlanan araştırma-inceleme yazısı,Araştırma;Aslıhan Nakiboğlu,İstanbul,41.1292562,28.88335172,Ulesam,mg-305,Döküman,application/pdf,tr,https://ulesam.org/osmanli-iktisat-tarihinde-bir-cinar-mehmet-genc.html,,https://digitalottomans.github.io/demo/item.html?id=305,mg-305.pdf
Osmanlı Arşivi İslam&#39;ın Arşividir,Digital Ottoman Studies,2018-09-10,Osmanlı Arşivi İslam&#39;ın Arşividir başlıklı röportaj,Röportaj,İstanbul,41.1292562,28.88335172,Gerçek Hayat,mg-306,Görüntü,image/jpg,tr,http://www.gercekhayat.com.tr/roportaj/osmanli-arsivi-islamin-arsividir/,,https://digitalottomans.github.io/demo/item.html?id=306,mg-306.jpg
